INITIATIVE_NAME,SURVEY_NAME,SITE_NAME,SITE_COUNTRY,SITE_REGION,SITE_PRODUCT,GROUP_NAME,SUB_GROUP,VALUE_CHAIN,PRODUCT,COUNTRY,ENTITY,PLANT,EFFECTIVE_YEAR,CATEGORY,QUESTION,ANSWER,SCORE,TOTAL_SCORE_BY_INITIATIVES,CLASSIFICATION_LEVEL,PROVIDENCE_AND_EVIDENCE,VERIFICATION_STATUS,ASSURANCE_STATUS,NOTES,QUESTION_INSTRUCTIONS
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,Which of these statements best describes your nutrition education programme?,The programme is a behaviour change campaign that incorporates socioecological models of behaviour change on nutrition and includes interpersonal communication (online or offline),3,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618962/679b0945a04c8ee4ae4a68de,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,Which of these statements bests describes how your educational material is developed or used?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61896e/679b0945a04c8ee4ae4a68e6,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,To what percentage of your workforce is the programme available to?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61897a/679b0945a04c8ee4ae4a68ee,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires education/trainings free of cost,2,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618986/679b0945a04c8ee4ae4a68f6,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,Which of these statements best fits the proximity nutrition education programme?,Programme facilitated by employer is offered inside the workplace during compensated working hours,3,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618993/679b0945a04c8ee4ae4a68fe,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61899f/679b0945a04c8ee4ae4a6906,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189ab/679b0945a04c8ee4ae4a690e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Education,To what extent is your programme integrated into the workplace or organisation policy?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189b7/679b0945a04c8ee4ae4a6916,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes your nutrition related health checks and follow-up programme?,"Workers have access to basic health checks which offer measures of at least 2 indicators (e.g. weight, BMI, blood pressure) as relevant",1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189c3/679b0945a04c8ee4ae4a691e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the frequency at which health checks are made available to workers?,Health checks and/or follow-up are provided at least annually to workers,2,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189cf/679b0945a04c8ee4ae4a6926,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the type of follow-up or counselling offered toworkers?,Follow up includes relevant tailored interactive resources are provided to the employee after the health checks,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189dc/679b0945a04c8ee4ae4a692e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,To what percentage of your workforce is the programme available to?,The programme is made available on a voluntary and confidential basis to 50-75% of the workforce,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189e8/679b0945a04c8ee4ae4a6936,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the healthchecks?,Workforce is able to acquire health checks free of cost and during working hours,2,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189f4/679b0945a04c8ee4ae4a693e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the counselling?,Workforce is able to acquire follow up counselling free of cost and during working hours,2,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a00/679b0945a04c8ee4ae4a6946,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a0c/679b0945a04c8ee4ae4a694e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a18/679b0945a04c8ee4ae4a6956,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Nutrition Related Health Checks And Follow-Up,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a24/679b0945a04c8ee4ae4a695e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,"Which of these statements best fits the description of the food and drink items made available to workers through catering, vending, and/ or retail?","None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a30/679b0945a04c8ee4ae4a6966,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best fits the way food and drink items are being provided or served in your organisation?,Nutrition information of food and drink options available at the point of purchase/consumption,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a55/679b0945a04c8ee4ae4a696e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best fits your healthy food at work programme design and implementation?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a61/679b0945a04c8ee4ae4a6976,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best fits the frequency at which snacks are made available to workers?,Nutritious and safe snacks made available during all meetings or events,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a6d/679b0945a04c8ee4ae4a697e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best fits the frequency at which meals are made available to workers?,"None of the above, not applicable, or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a79/679b0945a04c8ee4ae4a6986,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,To what percentage of your workforce is any element of your healthy food at work programme available to?,50% to 75% of workers,1,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a85/679b0945a04c8ee4ae4a698e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best describes the affordability to workers of the programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a91/679b0945a04c8ee4ae4a6996,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Which of these statements best fits the proximity of the healthy food at work programme?,Nutritious and safe snacks or meals are available within the workplace,2,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a9d/679b0945a04c8ee4ae4a699e,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618aa9/679b0945a04c8ee4ae4a69a6,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a3c/679b0945a04c8ee4ae4a69ae,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Healthy Food at Work,To what extent is your programme integrated into the workplace or organisation policy?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a49/679b0945a04c8ee4ae4a69b6,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Breastfeeding Support,Which of these statements best describes the breaks allocated to workers as part of the breastfeeding support programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ab5/679b0945a04c8ee4ae4a69be,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Breastfeeding Support,Which of these statements best describes the space(s) available to workers as part of the breastfeeding support programme?,"None of the above, not applicable or data unavailable",0,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ae5/679b0945a04c8ee4ae4a69c6,verified,,{},
Olam Agri India Pvt Ltd,2024 Workforce Nutrition,Gurgaon office,India,Asia,All Products,Olam Group,Olam Global Agri,,All Products,India,Olam Agri India Pvt Ltd,,2024,Breastfeeding Support,Which of these statements best describes your maternity leave available to workers in this location as part of the breastfeeding support programme?,At least 6 months maternity leave at full pay,4,30,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618af1/679b0945a04c8ee4ae4a69ce,verified,,{},
